"ASIN on amazon.com","Title on amazon.com","Live price on Near Mint Games","Final price on Near Mint Games"
"B00EV7X35W","Yu-Gi-Oh! - Gem-Knight Sardonyx (HA07-EN001) - Hidden Arsenal 7: Knight of Stars - Unlimited Edition - Super Rare","0.26","0.26"
"B0062DWWNM","Pokemon - Goldeen (61) - EX Deoxys","",""
"B0062DSZ2Y","Yu-Gi-Oh! - Astral Barrier (RDS-EN059) - Rise of Destiny - Unlimited Edition - Common","0.01","0.01"
"B00IMOZEAC","Yu-Gi-Oh! - Tasuke Knight (SP14-EN010) - Star Pack 2014 - 1st Edition - Common","0.02","0.02"
"B00K6LKG8Y","Pokemon - Pidgey (75) - XY Flashfire - Reverse Holo","0.38","0.38"
"B00BT0VQTE","Yu-Gi-Oh! - Zaborg the Thunder Monarch (BP01-EN132) - Battle Pack: Epic Dawn - Unlimited Edition - Starfoil Rare","0.21","0.21"
"B007MRV0R6","Yu-Gi-Oh! - Photon Sanctuary (PRC1-EN022) - 2012 Premium Tin - 1st Edition - Secret Rare","2.45","2.45"
"B01M5IPPHC","Pokemon - Machoke (58/108) - XY Evolutions","0.01","0.01"
"B00FFJY28M","Yu-Gi-Oh! - Sargasso the D.D. Battlefield (JOTL-EN061) - Judgment of the Light - Unlimited Edition - Common","0.09","0.09"
"B074KNTD6V","Topologic Bomber Dragon - COTD-EN046 - Secret Rare - 1st Edition - Code of the Duelist (1st Edition)","",""
"B00N509TUE","Yu-Gi-Oh! - Alsei, the Sylvan High Protector (MP14-EN221) - Mega Pack 2014 - 1st Edition - Ultra Rare","4.28","4.28"
"B006JD9QKC","Yu-Gi-Oh! - Dark Eruption (SDGU-EN030) - Structure Deck 21: Gates of the Underworld - 1st Edition - Common","0.07","0.07"
"B0040WEF6E","Yu-Gi-Oh! - Amazoness Queen (DREV-EN032) - Duelist Revolution - 1st Edition - Super Rare","",""
"B06ZZK8JV2","Maxx ""C"" - SR03-EN020 - Common - 1st Edition - Structure Deck: Machine Reactor (1st Edition)","",""
"B073V9ZVY9","Miracle Contact - BLLR-EN076 - Ultra Rare - 1st Edition - Battles of Legend: Light's Revenge (1st Edition)","0.21","0.21"
"B0062DXK5Q","Yu-Gi-Oh! - Cold Enchanter (TDGS-EN096) - The Duelist Genesis - Unlimited Edition - Rare","0.02","0.02"
"B017UXQ3GO","Yu-Gi-Oh! - Timegazer Magician (SDMP-EN008) - Structure Deck: Master of Pendulum - 1st Edition - Common","0.01","0.01"
"B009K85LU2","Yu-Gi-Oh! - Gold Sarcophagus (LCYW-EN080) - Legendary Collection 3: Yugi's World - 1st Edition - Common","1.29","1.29"
"B00DOKS01O","Yu-Gi-Oh! - Kycoo the Ghost Destroyer (BP02-EN011) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.65","0.65"
"B01IUAHK7C","Pokemon - Rapidash (17/114) - XY Steam Siege","0.01","0.01"
"B0062DXXCG","Yu-Gi-Oh! - Kotodama (MRL-095) - Magic Ruler - Unlimited Edition - Common","0.01","0.01"
"B00L9ALY0A","Yu-Gi-Oh! - The Light - Hex-Sealed Fusion (LCYW-EN262) - Legendary Collection 3: Yugi's World - Unlimited Edition - Common","0.12","0.12"
"B074JFS2Q8","Metapod - 2/147 - Uncommon - Sun & Moon: Burning Shadows","0.01","0.01"
"B00SS89BBA","Yu-Gi-Oh! - Elemental HERO Ocean (SDHS-EN002) - Structure Deck: HERO Strike - 1st Edition - Common","0.5","0.50"
"B00ZGQ6J8U","Yu-Gi-Oh! - Superheavy Samurai Trumpeter (SP15-EN028) - Star Pack ARC-V - 1st Edition - Common","1.5","1.50"
"B016VKCLPE","Pokemon - Cubone (77/162) - XY BREAKthrough","0.09","0.09"
"B0028WJCLG","Yu-Gi-Oh! - The Forces of Darkness (EEN-EN051) - Elemental Energy - 1st Edition - Common","0.02","0.02"
"B011LM537A","Yu-Gi-Oh! - Dark Dragon Ritual (DRL2-EN019) - Dragons of Legend 2 - 1st Edition - Super Rare","0.26","0.26"
"B009K837DK","Yu-Gi-Oh! - Malice Doll of Demise (LCYW-EN163) - Legendary Collection 3: Yugi's World - 1st Edition - Rare","0.14","0.14"
"B0062DZJZA","Yu-Gi-Oh! - Lightning Vortex (SD8-EN026) - Structure Deck 8: Lord of the Storm - 1st Edition - Common","0.86","0.86"
"B0062DSBYG","Yu-Gi-Oh! - Freed the Matchless General (RP02-EN054) - Retro Pack 2 - Unlimited Edition - Rare","0.27","0.27"
"B0028WKXGY","Yu-Gi-Oh! - Spiritual Earth Art - Kurogane (CRV-EN050) - Cybernetic Revolution - 1st Edition - Common","0.61","0.61"
"B0062DZPH2","Pokemon - Kabuto (39) - EX Sandstorm","",""
"B0081I7772","Yu-Gi-Oh! - Jumbo Drill (GAOV-EN015) - Galactic Overlord - 1st Edition - Super Rare","0.25","0.25"
"B002MHH5J8","Yu-Gi-Oh! - Heart of Clear Water (DB2-EN186) - Dark Beginnings 2 - Unlimited Edition - Common","0.32","0.32"
"B00HZO2BRO","Yu-Gi-Oh! - Powered Inzektron (LVAL-EN087) - Legacy of the Valiant - 1st Edition - Super Rare","1.58","1.58"
"B075NVB1PG","Call to the Feast - Ixalan","0.06","0.06"
"B0040J1JR0","Yu-Gi-Oh! - Mist Valley Baby Roc (HA02-EN013) - Hidden Arsenal 2 - 1st Edition - Super Rare","0.91","0.91"
"B0062DWQQU","Yu-Gi-Oh! - Machina Sniper ( SDMM-EN007 ) - Structure Deck: Machina Mayhem - Unlimited Edition - Common","0.13","0.13"
"B0062DZ1MQ","Yu-Gi-Oh! - Flame Ruler (SDRL-EN016) - Structure Deck: Rise of the Dragon Lords - 1st Edition - Common","0.01","0.01"
"B0062DVZGC","Yu-Gi-Oh! - Bamboo Scrap (CSOC-EN075) - Crossroads of Chaos - Unlimited Edition - Common","0.01","0.01"
"B074JHQZGF","Turtonator - 26/147 - Rare - Sun & Moon: Burning Shadows","0.07","0.07"
"B00N50A5T8","Yu-Gi-Oh! - Shared Ride (MP14-EN231) - Mega Pack 2014 - 1st Edition - Secret Rare","1.06","1.06"
"B072L7PNRS","Talonflame - 111/145 - Rare - Sun & Moon: Guardians Rising","0.07","0.07"
"B0028WF3XM","Yu-Gi-Oh! - Axe Raider (5DS1-EN003) - 5Ds Starter Deck - 1st Edition - Common","0.02","0.02"
"B00L9A9UGU","Yu-Gi-Oh! - Double Spell (LCYW-EN065) - Legendary Collection 3: Yugi's World - Unlimited Edition - Super Rare","0.21","0.21"
"B01EYZOZU2","Yu-Gi-Oh! - Priestess with Eyes of Blue (SHVI-EN098) - Shining Victories - 1st Edition - Super Rare","0.26","0.26"
"B00OZ32KE2","Pokemon - Sliggoo (76/119) - XY Phantom Forces","0.11","0.11"
"B01CYPAAIK","Yu-Gi-Oh! - Dark Advance (PGL3-EN018) - Premium Gold: Infinite Gold - 1st Edition - Gold Secret Rare","0.02","0.02"
"B0062DRCG4","Yu-Gi-Oh! - Reborn Zombie (EEN-EN009) - Elemental Energy - Unlimited Edition - Common","0.01","0.01"
"B0062DV99K","Yu-Gi-Oh! - Blackwing - Mistral the Silver Shield (DP11-EN006) - Duelist Pack 11: Crow - 1st Edition - Common","0.02","0.02"
"B01B3LD0LU","Pokemon - Meganium (3/122) - XY BREAKPoint - Holo","0.02","0.02"
"B01CAAU5FC","Pokemon - Mew (XY110) - XY Black Star Promos - Holo","",""
"B0062DV5OO","Pokemon - Grotle (37) - Majestic Dawn","",""
"B00PUXCLV8","Yu-Gi-Oh! - Knight Day Grepher (NKRT-EN015) - Noble Knights of the Round Table - 1st Edition - Platinum Rare","0.01","0.01"
"B074KNKB49","Ib the World Chalice Priestess - COTD-EN048 - Super Rare - 1st Edition - Code of the Duelist (1st Edition)","0.46","0.46"
"B00L9ADMKK","Yu-Gi-Oh! - Shooting Star Bow - Ceal (LCYW-EN137) - Legendary Collection 3: Yugi's World - Unlimited Edition - Common","1.25","1.25"
"B0062E0I9Q","Yu-Gi-Oh! - Field Barrier (SDSC-EN034) - Structure Deck Spellcasters Command - Unlimited Edition - Common","0.46","0.46"
"B00K6LIL36","Pokemon - Furfrou (87) - XY Flashfire","0.01","0.01"
"B015EPLJCS","Yu-Gi-Oh! - Sylvan Lotuswain (MP15-EN015) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B06XR7R3FT","Subterror Behemoth Dragossuary - RATE-EN083 - Super Rare - Unlimited Edition - Raging Tempest (Unlimited Edition)","0.01","0.01"
"B00M9OFHQM","Yu-Gi-Oh! - Master Craftsman Gamil (BP03-EN115) - Battle Pack 3: Monster League - 1st Edition - Shatterfoil","0.04","0.04"
"B00L99UFEM","Yu-Gi-Oh! - Valkyrion the Magna Warrior (LCYW-EN021) - Legendary Collection 3: Yugi's World - Unlimited Edition - Super Rare","0.29","0.29"
"B0754PCPW4","Mausoleum of White - MP17-EN030 - Rare - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B0124FATZY","Yu-Gi-Oh! - Left Arm of the Forbidden One (PGL2-EN025) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","1.27","1.27"
"B0062DXO3Y","Yu-Gi-Oh! - Miniaturize (5DS1-EN033) - 5Ds Starter Deck - Unlimited Edition - Common","0.01","0.01"
"B01BVWOSVC","Yu-Gi-Oh! - Forbidden Apocrypha (BOSH-EN078) - Breakers of Shadow - Unlimited Edition - Common","0.02","0.02"
"B00DOKVNUE","Yu-Gi-Oh! - Autonomous Action Unit (BP02-EN140) - Battle Pack 2: War of the Giants - 1st Edition - Common","0.12","0.12"
"B0062DXBKA","Yu-Gi-Oh! - Kozaky (AST-058) - Ancient Sanctuary - Unlimited Edition - Common","0.75","0.75"
"B00150QWWE","Yu-Gi-Oh! - Kycoo the Ghost Destroyer (LON-062) - Labyrinth of Nightmare - 1st Edition - Super Rare","3.48","3.48"
"B0062DOTDS","Yu-Gi-Oh! - Stray Lambs (CP02-EN020) - Champion Pack Game 2 - Promo Edition - Common","0.33","0.33"
"B01N5R8MPF","Magic: the Gathering - Battle at the Bridge (053/184) - Aether Revolt","0.16","0.16"
"B01M3XDMH2","Pokemon - Growlithe (17/108) - XY Evolutions - Reverse Holo","0.07","0.07"
"B0028WJ3C4","Yu-Gi-Oh! - Rainbow Veil (PTDN-EN045) - Phantom Darkness - 1st Edition - Common","0.09","0.09"
"B0040IYCPC","Yu-Gi-Oh! - Fabled Lurrie (HA02-EN031) - Hidden Arsenal 2 - 1st Edition - Super Rare","0.3","0.30"
"B011LM5BRM","Yu-Gi-Oh! - Prediction Princess Crystaldine (DRL2-EN034) - Dragons of Legend 2 - 1st Edition - Super Rare","0.01","0.01"
"B00I4E0D3I","Yu-Gi-Oh! - Monster Reborn (BP02-EN128) - Battle Pack 2: War of the Giants - Unlimited Edition - Mosaic Rare","4.15","4.15"
"B0722NNNRP","Slowbro - 49/145 - Uncommon - Sun & Moon: Guardians Rising","0.01","0.01"
"B0028WHDMQ","Yu-Gi-Oh! - Sand Gambler (AST-069) - Ancient Sanctuary - 1st Edition - Common","0.01","0.01"
"B00M9OEYR0","Yu-Gi-Oh! - Herald of Orange Light (BP03-EN050) - Battle Pack 3: Monster League - 1st Edition - Common","0.55","0.55"
"B00TR9RP58","Yu-Gi-Oh! - Satellarknight Capella (SECE-EN024) - Secrets of Eternity: Super Edition - Unlimited Edition - Common","0.1","0.10"
"B00887C0VO","Yu-Gi-Oh! - Milla the Temporal Magician (BP01-EN168) - Battle Pack: Epic Dawn - 1st Edition - Common","0.14","0.14"
"B0062E1S4K","Yu-Gi-Oh! - Thermal Genex (DT02-EN034) - Duel Terminal 2 - 1st Edition - Ultra Rare","0.31","0.31"
"B01LBM24R2","Yu-Gi-Oh! - Black Luster Soldier - Super Soldier (MP16-EN136) - Mega Pack 2016 - 1st Edition - Ultra Rare","2.08","2.08"
"B00OZ3AO36","Pokemon - Klefki (66/119) - XY Phantom Forces","0.1","0.10"
"B0062DVQAC","Yu-Gi-Oh! - Earthbound Whirlwind (SOVR-EN046) - Stardust Overdrive - Unlimited Edition - Super Rare","0.74","0.74"
"B06X9QQDQT","Greedy Venom Fusion Dragon - FUEN-EN010 - Secret Rare - 1st Edition - Fusion Enforcers","0.79","0.79"
"B013CKTV9K","Yu-Gi-Oh! - Cards of the Red Stone (CORE-EN060) - Clash of Rebellions - 1st Edition - Ultra Rare","5.49","5.49"
"B0124FHFJM","Yu-Gi-Oh! - Charge of the Light Brigade (PGL2-EN052) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","4.99","4.99"
"B006JE4VWY","Yu-Gi-Oh! - Kayenn, the Master Magma Blacksmith (HA05-EN012) - Hidden Arsenal 5 - 1st Edition - Super Rare","0.01","0.01"
"B009RVLJVC","Yu-Gi-Oh! - Surface (SDRE-EN028) - Structure Deck: Realm of the Sea Emperor - 1st Edition - Common","0.84","0.84"
"B06X6CRVFN","Shinobird Crow - RATE-EN022 - Common - 1st Edition - Raging Tempest","0.01","0.01"
"B0028WIYW4","Yu-Gi-Oh! - Hayabusa Knight (DB1-EN196) - Dark Beginnings 1 - Unlimited Edition - Rare","0.01","0.01"
"B0754K5Y2P","Dragon Core Hexer - MP17-EN127 - Rare - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B0128VA8EQ","Pokemon - Flareon (13/98) - Ancient Origins","0.24","0.24"
"B0040WD1LE","Yu-Gi-Oh! - Synchro Fusionist (DREV-EN035) - Duelist Revolution - 1st Edition - Rare","0.26","0.26"
"B0062DYTAQ","Yu-Gi-Oh! - Array of Revealing Light (LOD-029) - Legacy of Darkness - Unlimited Edition - Rare","0.01","0.01"
"B01N32XGMY","Yu-Gi-Oh! - Blade Garoodia the Cubic Beast (MVP1-ENG34) - The Dark Side of Dimensions Movie Pack Gold Edition - 1st Edition - Gold Rare","0.01","0.01"
"B00887DBCG","Yu-Gi-Oh! - Ryko, Lightsworn Hunter (BP01-EN063) - Battle Pack: Epic Dawn - 1st Edition - Common","0.05","0.05"
"B01MG7Z5MM","Yu-Gi-Oh! - Paleozoic Eldonia (INOV-EN095) - Invasion: Vengeance - 1st Edition - Common","0.01","0.01"
"B0062DXQFK","Yu-Gi-Oh! - Trap Hole (5DS1-EN036) - 5Ds Starter Deck - Unlimited Edition - Common","0.01","0.01"
"B075RGVNX3","Pirate's Prize - Ixalan","0.01","0.01"
"B01LBM2G0M","Yu-Gi-Oh! - Performage Stilts Launcher (MP16-EN063) - Mega Pack 2016 - 1st Edition - Common","0.01","0.01"
"B00EDW6U6Y","Yu-Gi-Oh! - Umbral Horror Ghoul (JOTL-EN012) - Judgment of the Light - 1st Edition - Common","0.01","0.01"
"B06VSQH918","Rowlet - 9/149 - Common - Reverse Holo - Pokemon Sun & Moon","0.55","0.55"
"B01M743UOY","Pokemon - Raichu (36/108) - XY Evolutions - Reverse Holo","0.93","0.93"
"B0028WH4J8","Yu-Gi-Oh! - Ceremonial Bell (DB1-EN055) - Dark Beginnings 1 - Unlimited Edition - Common","0.01","0.01"
"B0062DQVQ6","Yu-Gi-Oh! - Atlantean Pikeman (5DS1-EN009) - 5Ds Starter Deck - 1st Edition - Common","0.01","0.01"
"B0062DVW0Q","Yu-Gi-Oh! - Ritual of Grace (SOVR-EN056) - Stardust Overdrive - Unlimited Edition - Common","0.01","0.01"
"B01N41FJSK","Yu-Gi-Oh! - The Beginning of the End (DESO-EN053) - Destiny Soldiers - 1st Edition - Super Rare","0.01","0.01"
"B01AH3MJCQ","Yu-Gi-Oh! - Shiranui Samurai (BOSH-EN034) - Breakers of Shadow - 1st Edition - Common","0.02","0.02"
"B011LM459C","Yu-Gi-Oh! - Black Cat-Astrophe (DRL2-EN037) - Dragons of Legend 2 - 1st Edition - Super Rare","0.01","0.01"
"B015YAOLCS","Yu-Gi-Oh! - Vice Dragon (HSRD-EN021) - High-Speed Riders - 1st Edition - Common","0.01","0.01"
"B06XYHPLD9","Power Wall - DUSA-EN033 - Ultra Rare - 1st Edition - Duelist Saga (1st Edition)","0.01","0.01"
"B01EYZOT6M","Yu-Gi-Oh! - Amorphage Greed (SHVI-EN026) - Shining Victories - 1st Edition - Rare","0.07","0.07"
"B00887DA3Q","Yu-Gi-Oh! - Grave Protector (BP01-EN186) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare","0.01","0.01"
"B00B1JEU2S","Yu-Gi-Oh! - Mask Change (AP01-EN011) - Astral Pack: Booster One - Unlimited Edition - Super Rare","1.46","1.46"
"B0062DVINW","Yu-Gi-Oh! - Trap Hole (YS11-EN034) - Starter Deck: Dawn of the Xyz - 1st Edition - Common","0.01","0.01"
"B0081I7E98","Yu-Gi-Oh! - Evoltile Lagosucho (GAOV-EN026) - Galactic Overlord - 1st Edition - Common","0.01","0.01"
"B00887BRKO","Yu-Gi-Oh! - Insect Knight (BP01-EN115) - Battle Pack: Epic Dawn - 1st Edition - Common","0.13","0.13"
"B00EPOJ3ZK","Yu-Gi-Oh! - Chaos Zone (SDDC-EN024) - Structure Deck: Dragons Collide - Unlimited Edition - Common","2.68","2.68"
"B00B4Z52SK","Yu-Gi-Oh! - Gogogo Ghost (CBLZ-EN002) - Cosmo Blazer - 1st Edition - Common","0.02","0.02"
"B00H7IKT68","Yu-Gi-Oh! - Des Feral Imp (YSKR-EN015) - Starter Deck: Kaiba Reloaded - 1st Edition - Common","0.17","0.17"
"B0062DWIK4","Yu-Gi-Oh! - Gemini Trap Hole (PTDN-EN073) - Phantom Darkness - Unlimited Edition - Common","0.01","0.01"
"B0062E2876","Yu-Gi-Oh! - Mark of the Rose (DT02-EN091) - Duel Terminal 2 - 1st Edition - Rare","0.56","0.56"
"B00BYA83Z4","Yu-Gi-Oh! - Gogogo Ghost (CBLZ-EN002) - Cosmo Blazer - Unlimited Edition - Common","0.07","0.07"
"B00QH7FI6G","Yu-Gi-Oh! - Trade-In (SDBE-EN024) - Structure Deck: Saga of Blue-Eyes White Dragon - Unlimited Edition - Common","0.68","0.68"
"B005SB7I8I","Pokemon - Cyndaquil (79) - Mysterious Treasures","",""
"B0082IYLHK","Yu-Gi-Oh! - Zaborg the Thunder Monarch (BP01-EN132) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare","0.26","0.26"
"B0062DZE1Y","Pokemon - Chikorita (51) - EX Unseen Forces","",""
"B0062DR6LU","Yu-Gi-Oh! - Anti-Spell Fragrance (DT04-EN100) - Duel Terminal 4 - 1st Edition - Rare","4.44","4.44"
"B0062E22MW","Yu-Gi-Oh! - Gladiator Beast Alexander (GLAS-EN017) - Gladiators Assault - 1st Edition - Ultimate Rare","2.25","2.25"
"B0028WD7B2","Yu-Gi-Oh! - Crab Turtle (MRL-069) - Magic Ruler - 1st Edition - Common","0.09","0.09"
"B00P8D33DU","Yu-Gi-Oh! - Herald of Ultimateness (NECH-EN045) - The New Challengers - 1st Edition - Ultra Rare","0.61","0.61"
"B0028WBC82","Yu-Gi-Oh! - Altar for Tribute (DCR-095) - Dark Crisis - 1st Edition - Common","0.17","0.17"
"B00OSRGDWA","Yu-Gi-Oh! - Trap Stun (LC5D-EN141) - Legendary Collection 5D's Mega Pack - 1st Edition - Secret Rare","1.8","1.80"
"B00OZ354IG","Pokemon - Frillish (20/119) - XY Phantom Forces","0.01","0.01"
"B005SAWZIC","Pokemon - Magcargo (6/90) - HS Undaunted - Holo","",""
"B01LBM2EMC","Yu-Gi-Oh! - Majespecter Tornado (MP16-EN158) - Mega Pack 2016 - 1st Edition - Ultra Rare","0.07","0.07"
"B009K84B94","Yu-Gi-Oh! - Yellow Gadget (LCYW-EN041) - Legendary Collection 3: Yugi's World - 1st Edition - Ultra Rare","0.6","0.60"
"B01B3LDPY2","Pokemon - Emboar-EX (14/122) - XY BREAKPoint - Holo","3.06","3.06"
"B0062E0M7Y","Yu-Gi-Oh! - X-Saber Airbellum (DT01-EN020) - Duel Terminal 1 - 1st Edition - Super Rare","1.31","1.31"
"B00FQUA1NA","Yu-Gi-Oh! - Shadow of Eyes (LCJW-EN109) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.09","0.09"
"6302742862","Nadia Vol. 6 [VHS]","",""
"B00TED28HW","Yu-Gi-Oh! - Spiritual Beast Pettlephin (THSF-EN026) - The Secret Forces - 1st Edition - Super Rare","0.02","0.02"
"B00FQU9A8W","Yu-Gi-Oh! - Copycat (LCJW-EN045) - Legendary Collection 4: Joey's World - 1st Edition - Common","3.79","3.79"
"B015EPM6BQ","Yu-Gi-Oh! - Double Dragon Descent (MP15-EN039) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B0062DV3L4","Yu-Gi-Oh! - Vortex the Whirlwind (STOR-EN000) - Storm of Ragnarok - Unlimited Edition - Super Rare","0.01","0.01"
"B0028WL12E","Yu-Gi-Oh! - Rod of the Mind's Eye (DR1-EN201) - Dark Revelations 1 - Unlimited Edition - Common","0.01","0.01"
"B0062DX4BG","Yu-Gi-Oh! - Psychic Kappa (MRL-053) - Magic Ruler - Unlimited Edition - Common","0.18","0.18"
"B0062DUQ6C","Yu-Gi-Oh! - Block Attack (MRD-133) - Metal Raiders - Unlimited Edition - Common","0.01","0.01"
"B009K85VZW","Yu-Gi-Oh! - Levia-Dragon - Daedalus (LCYW-EN249) - Legendary Collection 3: Yugi's World - 1st Edition - Secret Rare","5.24","5.24"
"B00JVWRJ8E","Yu-Gi-Oh! - Lillybot (DRLG-EN050) - Dragons of Legend - 1st Edition - Super Rare","0.01","0.01"
"B00B4Z579E","Yu-Gi-Oh! - Goblin Circus (CBLZ-EN067) - Cosmo Blazer - 1st Edition - Common","0.01","0.01"
"B01IUAHSKQ","Pokemon - Yveltal BREAK (66/114) - XY Steam Siege - Holo","2.36","2.36"
"B06VSQVQFH","Lillipup - 103/149 - Common - Pokemon Sun & Moon","0.01","0.01"
"B00FN7N58O","Yu-Gi-Oh! - Miracle Fertilizer (AP03-EN007) - Astral Pack: Booster Three - Unlimited Edition - Super Rare","0.26","0.26"
"B0062E201K","Yu-Gi-Oh! - Genex Recycled (DT02-EN074) - Duel Terminal 2 - 1st Edition - Common","0.11","0.11"
"B00ZSCTMB8","Yu-Gi-Oh! - Superheavy Samurai Gigagloves (CROS-EN007) - Crossed Souls - Unlimited Edition - Common","0.02","0.02"
"B00TR9RQLG","Yu-Gi-Oh! - Satellarknight Rigel (SECE-EN025) - Secrets of Eternity: Super Edition - Unlimited Edition - Super Rare","0.01","0.01"
"B003AHD24G","Yu-Gi-Oh! - Cyber Dragon Zwei (ABPF-EN035) - Absolute Powerforce - 1st Edition - Rare","1.04","1.04"
"B0028WKLNE","Yu-Gi-Oh! - Ancient Gear Cannon (SOI-EN009) - Shadow of Infinity - 1st Edition - Common","0.29","0.29"
"B01LBM2ETA","Yu-Gi-Oh! - Performage Flame Eater (MP16-EN060) - Mega Pack 2016 - 1st Edition - Common","0.01","0.01"
"B013CKT2SU","Yu-Gi-Oh! - Fluffal Mouse (CORE-EN010) - Clash of Rebellions - 1st Edition - Super Rare","0.9","0.90"
"B00P8D36FK","Yu-Gi-Oh! - El Shaddoll Shekhinaga (NECH-EN049) - The New Challengers - 1st Edition - Secret Rare","1.8","1.80"
"B075RNN384","Plains (262) - Ixalan","0.1","0.10"
"B00FQU8WPO","Yu-Gi-Oh! - Skull Stalker (LCJW-EN017) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.15","0.15"
"B01IUAHMFM","Pokemon - Spiritomb (62/114) - XY Steam Siege","0.17","0.17"
"B00QH7GEDW","Yu-Gi-Oh! - Azure-Eyes Silver Dragon (SDBE-EN040) - Structure Deck: Saga of Blue-Eyes White Dragon - Unlimited Edition - Ultra Rare","1.12","1.12"
"B0062DX73Q","Yu-Gi-Oh! - Voltanis the Adjudicator (DR04-EN203) - Dark Revelations 4 - Unlimited Edition - Ultra Rare","2.34","2.34"
"B00MJFKC48","Pokemon - Full Heal (93/111) - XY Furious Fists","0.02","0.02"
"B00QKW0CZ0","Yu-Gi-Oh! - Night Dragolich (NECH-EN034) - The New Challengers - Unlimited Edition - Ultra Rare","0.16","0.16"
"B00K8CFKC8","Yu-Gi-Oh! - Vampire Vamp (PRIO-EN085) - Primal Origin - 1st Edition - Super Rare","1.33","1.33"
"B002MHQ3BE","Yu-Gi-Oh! - Chimeratech Overdragon (GLD1-EN029) - Gold Series 1 - Limited Edition - Gold Rare","1.91","1.91"
"B06WLH25LC","Hau - 120/149 - Uncommon - Reverse Holo - Pokemon Sun & Moon","0.01","0.01"
"B00887BSVW","Yu-Gi-Oh! - Bazoo the Soul-Eater (BP01-EN119) - Battle Pack: Epic Dawn - 1st Edition - Common","0.09","0.09"
"B00TED1N28","Yu-Gi-Oh! - Advanced Ritual Art (THSF-EN052) - The Secret Forces - 1st Edition - Super Rare","2.25","2.25"
"B0062E1354","Pokemon - Magikarp (61/95) - Call Of Legends","",""
"B0062DUZI6","Yu-Gi-Oh! - Crystal Beast Sapphire Pegasus (LCGX-EN161) - Legendary Collection 2 - 1st Edition - Super Rare","6.91","6.91"
"B0062DWN0Y","Yu-Gi-Oh! - Twister (STON-EN042) - Strike of Neos - Unlimited Edition - Rare","0.01","0.01"
"B00B1JDABA","Yu-Gi-Oh! - Gagaga Cowboy (ABYR-EN041) - Abyss Rising - Unlimited Edition - Super Rare","0.69","0.69"
"B0062DT136","Yu-Gi-Oh! - Nobleman of Crossout (SD2-EN016) - Structure Deck 2: Zombie Madness - 1st Edition - Common","0.02","0.02"
"B074JLS1JB","Wishful Baton - 128/147 - Uncommon - Reverse Holo - Sun & Moon: Burning Shadows","0.18","0.18"
"B002MHMTP8","Yu-Gi-Oh! - Dark Scorpion - Meanae the Thorn (DR1-EN223) - Dark Revelations 1 - Unlimited Edition - Common","0.05","0.05"
"B007V5205A","Yu-Gi-Oh! - Ganbara Knight (YS12-EN005) - Starter Deck: XYZ Symphony - 1st Edition - Common","0.01","0.01"
"B00OSRG1TA","Yu-Gi-Oh! - Turret Warrior (LC5D-EN008) - Legendary Collection 5D's Mega Pack - 1st Edition - Rare","0.13","0.13"
"B00EZ76M60","Yu-Gi-Oh! - HERO Barrier (LCGX-EN108) - Legendary Collection 2 - Unlimited Edition - Common","",""
"B00OSRITC2","Yu-Gi-Oh! - Extra Veiler (LC5D-EN064) - Legendary Collection 5D's Mega Pack - 1st Edition - Common","0.13","0.13"
"B00M9OGV1M","Yu-Gi-Oh! - Mask of Brutality (BP03-EN137) - Battle Pack 3: Monster League - 1st Edition - Common","0.02","0.02"
"B06XK4DZKC","Performapal Secondonkey - SP17-EN025 - Starfoil Rare - 1st Edition - Star Pack Battle Royal","0.1","0.10"
"B01IUALP6O","Pokemon - Clawitzer (34/114) - XY Steam Siege - Reverse Holo","0.01","0.01"
"B00M9OGI1A","Yu-Gi-Oh! - Pyramid of Wonders (BP03-EN168) - Battle Pack 3: Monster League - 1st Edition - Shatterfoil","0.28","0.28"
"B00000IBP8","Escaflowne Volume 7 [VHS]","2.44","2.44"
"B0062DX1VY","Yu-Gi-Oh! - Backfire (AST-046) - Ancient Sanctuary - Unlimited Edition - Common","0.07","0.07"
"B071HFCFXL","Altar of the Sunne - 118/145 - Uncommon - Reverse Holo - Sun & Moon: Guardians Rising","0.1","0.10"
